img_path = /Users/zhoudong/projects/maoyan/movie-data-automation/performance/pdf/Complexcon 2025 E-ticket.pdf---image_page1_3.png, qrcode = TA25CCTEST3CLwdmZmcn3BMfZVmJiTwo3kE+mg6hrpS4Krkecc1arFA2NGnGFXlbqBpgGtx1eaT7qgSzHE0u9jpKmUivIXei4b+i6j/b+I/wh9JnvSW7y/+w48K8WSRD4a98gMQ9/5Fo9 , seat_info = A 25
img_path = /Users/zhoudong/projects/maoyan/movie-data-automation/performance/pdf/ComplexCon 2025 Mar 23/maoyan/Mar 23 Sun T3M 坐位 988/maoyan_584張/Block 11/20250227180153093230.pdf---image_page1_3.png, qrcode = TA25CCHK01CL2sSKksn3BMfZVWJtTwI0kvvtfFg1U8P0O5FgSJn4ae3MORz0mHoMwDDauI0Y4LY1LPJQp1uvufTkDjjmPp1FH32KKP/mcwpFPklU+LaVbayKgxmy1I0qYdxh1dEzFil9 , seat_info = 未解析出座位
img_path = /Users/zhoudong/projects/maoyan/movie-data-automation/performance/pdf/ComplexCon 2025 Mar 23/maoyan/Mar 23 Sun T3M 坐位 988/maoyan_584張/Block 11/20250227180153093231.pdf---image_page1_3.png, qrcode = TA25CCHK01CL2sSKksn3BMfZVWJtTwI0kvvtfFg1U8P1aJ1iSZWtbrkMl/N7Q9ph51T96h/twkQrMuuaFKnH6MgLC4wbpMx0p3/E52YsgZO2bZK+SfXxSmO/bJC6KenCkJnfJY5L3fL/ , seat_info = 未解析出座位
img_path = /Users/zhoudong/projects/maoyan/movie-data-automation/performance/pdf/ComplexCon 2025 Mar 23/maoyan/Mar 23 Sun T3M 坐位 988/maoyan_584張/Block 11/20250227180153093225.pdf---image_page1_3.png, qrcode = TA25CCHK01CL2sSKksn3BMfZVWJtTwI0kvvtfFg1U8LxOpdkR8z4Pu3L1PBYN2bRwzxHchV1jiPEsbyBa48VL7kh41MkyiUoLlDWeFZC+gOC/+BKibzQT98HE1mm6Y2SmYR5kPUJGZbp , seat_info = 未解析出座位
img_path = /Users/zhoudong/projects/maoyan/movie-data-automation/performance/pdf/ComplexCon 2025 Mar 23/maoyan/Mar 23 Sun T3M 坐位 988/maoyan_584張/Block 11/20250227180153093219.pdf---image_page1_3.png, qrcode = TA25CCHK01CL2sSKksn3BMfZVWJtTwI0kvvtfFg1U8H9acBkR5moPupJZ5X9KJlRrhqqCxcoNkg1t/4FutVxFe44C3tFTfvra+W+AYo1XFB0ap+AnuLiy0antOpWvN+JIcq5SLDUPJan , seat_info = 未解析出座位
img_path = /Users/zhoudong/projects/maoyan/movie-data-automation/performance/pdf/ComplexCon 2025 Mar 23/maoyan/Mar 23 Sun T3M 坐位 988/maoyan_584張/Block 11/20250227180153093184.pdf---image_page1_3.png, qrcode = TA25CCHK01CL2sSKksn3BMfZVWJtTwI0kvvtfFg1UMjwaJFnHpmoaLhb9OZY6qWr2esxsQdkPlZDZDi3w6/U6uh+noKHgdwVOYBgMk42mz79iIs6PeF9PLieOtHHrMbwdS2mInwdYW0S , seat_info = 未解析出座位
img_path = /Users/zhoudong/projects/maoyan/movie-data-automation/performance/pdf/ComplexCon 2025 Mar 23/maoyan/Mar 23 Sun T3M 坐位 988/maoyan_584張/Block 11/20250227180153093190.pdf---image_page1_3.png, qrcode = TA25CCHK01CL2sSKksn3BMfZVWJtTwI0kvvtfFg1UMn0O5JnGp6tOutT1cRBqQJFI91nQxOzTZ3wrKmUVAd8cse5Olq9OHDh+8mofdUJREq8JMXssMlF9EaO36y139oNrDtodG6qBTjf , seat_info = 未解析出座位
img_path = /Users/zhoudong/projects/maoyan/movie-data-automation/performance/pdf/ComplexCon 2025 Mar 23/maoyan/Mar 23 Sun T3M 坐位 988/maoyan_584張/Block 11/20250227180153093186.pdf---image_page1_3.png, qrcode = TA25CCHK01CL2sSKksn3BMfZVWJtTwI0kvvtfFg1UMjyPJNkSp6pPutEAghrHgMQfN/vHUja+QsJT1rERQJD4NfHfopJyxeQrxBgsWblDVIM6iUVCwoY0CNJV5Oxb5LtUxj2zuMhbenn , seat_info = 未解析出座位
img_path = /Users/zhoudong/projects/maoyan/movie-data-automation/performance/pdf/ComplexCon 2025 Mar 23/maoyan/Mar 23 Sun T3M 坐位 988/maoyan_584張/Block 11/20250227180153093192.pdf---image_page1_3.png, qrcode = TA25CCHK01CL2sSKksn3BMfZVWJtTwI0kvvtfFg1UMn2bZ1nTsz5aLy2XTyvXij8xwngY1PH8d2weOAc52jDhzlMjX3Hj1J73FhqgJJsCKTIwJQbe6k3/tVsTehhMIpOwYWWv6vw8RPK , seat_info = 未解析出座位
img_path = /Users/zhoudong/projects/maoyan/movie-data-automation/performance/pdf/ComplexCon 2025 Mar 23/maoyan/Mar 23 Sun T3M 坐位 988/maoyan_584張/Block 11/20250227180153093179.pdf---image_page1_3.png, qrcode = TA25CCHK01CL2sSKksn3BMfZVWJtTwI0kvvtfFg1UMf9M5YxGpquOupluyI8CCNsqv/9X9NvTanjbGbRE+0MvHM0jqlfxjos8Bt/SY0hBnqpapqeG0dI5is9DRx4+J2QnyKuw/tBFtro , seat_info = 未解析出座位
img_path = /Users/zhoudong/projects/maoyan/movie-data-automation/performance/pdf/ComplexCon 2025 Mar 23/maoyan/Mar 23 Sun T3M 坐位 988/maoyan_584張/Block 11/20250227180153093233.pdf---image_page1_3.png, qrcode = TA25CCHK01CL2sSKksn3BMfZVWJtTwI0kvvtfFg1U8P3P8BgSc78Or2iyAcRENjJ6fYjW3vasweCFyW1FndAS+UQBJtYcClxXpQc7I4fWTIa46EsBeSf6ytR/4IMFJz7OM9PfcrrkyEj , seat_info = 未解析出座位
img_path = /Users/zhoudong/projects/maoyan/movie-data-automation/performance/pdf/ComplexCon 2025 Mar 23/maoyan/Mar 23 Sun T3M 坐位 988/maoyan_584張/Block 11/20250227180153093227.pdf---image_page1_3.png, qrcode = TA25CCHK01CL2sSKksn3BMfZVWJtTwI0kvvtfFg1U8LzbsA0S5j7ObBBPZYY4lY0oS+DIuA1c4yU5Ty5Ic2P5+mE/HXtBks2QWGJjsrsEvIwInAn9J/law+pYkcnCDFl1M91EmVJe42f , seat_info = 未解析出座位
img_path = /Users/zhoudong/projects/maoyan/movie-data-automation/performance/pdf/ComplexCon 2025 Mar 23/maoyan/Mar 23 Sun T3M 坐位 988/maoyan_584張/Block 11/20250227180153093226.pdf---image_page1_3.png, qrcode = TA25CCHK01CL2sSKksn3BMfZVWJtTwI0kvvtfFg1U8LyPpNiTc6uObl1DY3XDdlwEz67bEuOlJ96YkTesnO5rPKlH5IsCQ5hjIUIChSZljhNeNB8m89ahFjbCJSpisHZoZkIGhlb2Vpy , seat_info = 未解析出座位
img_path = /Users/zhoudong/projects/maoyan/movie-data-automation/performance/pdf/ComplexCon 2025 Mar 23/maoyan/Mar 23 Sun T3M 坐位 988/maoyan_584張/Block 11/20250227180153093232.pdf---image_page1_3.png, qrcode = TA25CCHK01CL2sSKksn3BMfZVWJtTwI0kvvtfFg1U8P2OMVkTJ2qaepiULq62lIT4uUTKbY3HFlVNNsqvWeb4htSw0zPJ6fnfWZph7iu3NKsaaxM/7/Cgwc/jLbblD3JcDU6OjSKicow , seat_info = 未解析出座位
img_path = /Users/zhoudong/projects/maoyan/movie-data-automation/performance/pdf/ComplexCon 2025 Mar 23/maoyan/Mar 23 Sun T3M 坐位 988/maoyan_584張/Block 11/20250227180153093178.pdf---image_page1_3.png, qrcode = TA25CCHK01CL2sSKksn3BMfZVWJtTwI0kvvtfFg1UMf8b8ZgRpr7aOomLJyETRzcO92ZCyT/62tT1V7zslwvypGc+ZOylHmQYWDJ0T9MTt8PwwbTchVVeexJUDYuQQMe6+CkyRrD5aYq , seat_info = 未解析出座位
img_path = /Users/zhoudong/projects/maoyan/movie-data-automation/performance/pdf/ComplexCon 2025 Mar 23/maoyan/Mar 23 Sun T3M 坐位 988/maoyan_584張/Block 11/20250227180153093193.pdf---image_page1_3.png, qrcode = TA25CCHK01CL2sSKksn3BMfZVWJtTwI0kvvtfFg1UMn3PZJiGs6vPOnTF5z9z/eXeAjaK8OUWznh4Tf9NRSWjovj7O9Y2JvuD43MhbYP0SO9yVQOHXB7jJVMW6ozdd7+ykgCaLYZ8UYq , seat_info = 未解析出座位
img_path = /Users/zhoudong/projects/maoyan/movie-data-automation/performance/pdf/ComplexCon 2025 Mar 23/maoyan/Mar 23 Sun T3M 坐位 988/maoyan_584張/Block 11/20250227180153093187.pdf---image_page1_3.png, qrcode = TA25CCHK01CL2sSKksn3BMfZVWJtTwI0kvvtfFg1UMjzb5EyHc/1Peu8fZGtSEXE6nBQvcOmoP5AfEX1V9tJewyPNBp/+bf4xyrNK0miUi4dZikajuUGnY58r+ClxI09q+LHbY8XdypM , seat_info = 未解析出座位
img_path = /Users/zhoudong/projects/maoyan/movie-data-automation/performance/pdf/ComplexCon 2025 Mar 23/maoyan/Mar 23 Sun T3M 坐位 988/maoyan_584張/Block 11/20250227180153093161.pdf---image_page1_3.png, qrcode = TA25CCHK01CL2sSKksn3BMfZVWJtTwI0kvvtfFg1UMb1aMVkRpuoNewkv0nmQZLa3tZ6bj14uY8eDtqiLv4VQdFBzzf5Rn7VV4pX/oXoTFc2ahss1DQTMmi5y6c+DIRX7Q1gLrH8kaGT , seat_info = 未解析出座位
img_path = /Users/zhoudong/projects/maoyan/movie-data-automation/performance/pdf/ComplexCon 2025 Mar 23/maoyan/Mar 23 Sun T3M 坐位 988/maoyan_584張/Block 11/20250227180153093175.pdf---image_page1_3.png, qrcode = TA25CCHK01CL2sSKksn3BMfZVWJtTwI0kvvtfFg1UMfxO8JnTZ6vOuwMZiUdozJAQnrBGGjgk2d64YUko6QccWqpBfZIUMVxmdw2zTR57AtMDv2frmRLuSE4452rgJhEmM5DfQTT3qda , seat_info = 未解析出座位
img_path = /Users/zhoudong/projects/maoyan/movie-data-automation/performance/pdf/ComplexCon 2025 Mar 23/maoyan/Mar 23 Sun T3M 坐位 988/maoyan_584張/Block 11/20250227180153093217.pdf---image_page1_3.png, qrcode = TA25CCHK01CL2sSKksn3BMfZVWJtTwI0kvvtfFg1U8Hzb8VnTM78Puy7pdrFo7OkB09vE6i+t/2jJjdug5iSaqzrqVi2HY4FKvXJAsEZyyyh3AXS5tRsCY80OFWC/2dBll4lJZhksd+9 , seat_info = 未解析出座位
img_path = /Users/zhoudong/projects/maoyan/movie-data-automation/performance/pdf/ComplexCon 2025 Mar 23/maoyan/Mar 23 Sun T3M 坐位 988/maoyan_584張/Block 11/20250227180153093203.pdf---image_page1_3.png, qrcode = TA25CCHK01CL2sSKksn3BMfZVWJtTwI0kvvtfFg1U8D3OsIzSpj/brj9NFD8ahM3eVPqiRcyprFQguEf2mv3lTRc5GKSRqO0I81VEXzYwAJAJJltK/IBRr1Dh8G/L7kJSENyrytKJodB , seat_info = 未解析出座位
img_path = /Users/zhoudong/projects/maoyan/movie-data-automation/performance/pdf/ComplexCon 2025 Mar 23/maoyan/Mar 23 Sun T3M 坐位 988/maoyan_584張/Block 11/20250227180153093202.pdf---image_page1_3.png, qrcode = TA25CCHK01CL2sSKksn3BMfZVWJtTwI0kvvtfFg1U8D2M5BlTc6uO7sxRy/CvjYlNBDrZ1g2lRcDkFcGrPbXW+TAAfdPzBZ8PEAN6NI20n92XrKws5NqTA0yBi8zzjJmI72DF9IQQdaI , seat_info = 未解析出座位
img_path = /Users/zhoudong/projects/maoyan/movie-data-automation/performance/pdf/ComplexCon 2025 Mar 23/maoyan/Mar 23 Sun T3M 坐位 988/maoyan_584張/Block 11/20250227180153093216.pdf---image_page1_3.png, qrcode = TA25CCHK01CL2sSKksn3BMfZVWJtTwI0kvvtfFg1U8Hyb8duRsv+Pu7U/D9AFbYG1tMfjo1i6IaKqG8A+yUueXvLM/AC7nHmdYdbeqpZbTiJAHGWaqv85Bgwa2nYd9LWESDeRcT53/KB , seat_info = 未解析出座位
img_path = /Users/zhoudong/projects/maoyan/movie-data-automation/performance/pdf/ComplexCon 2025 Mar 23/maoyan/Mar 23 Sun T3M 坐位 988/maoyan_584張/Block 11/20250227180153093174.pdf---image_page1_3.png, qrcode = TA25CCHK01CL2sSKksn3BMfZVWJtTwI0kvvtfFg1UMfwbZ1kT8v4brxVbp1H4mjyvOqV+8jQyFDZH58FkMlxlzCDk8NMYDzr6/j8xc9WSFGZYCPez3Z2ONzw1Uh1OeWFE50UZT5uX9CE , seat_info = 未解析出座位
img_path = /Users/zhoudong/projects/maoyan/movie-data-automation/performance/pdf/ComplexCon 2025 Mar 23/maoyan/Mar 23 Sun T3M 坐位 988/maoyan_584張/Block 11/20250227180153093160.pdf---image_page1_3.png, qrcode = TA25CCHK01CL2sSKksn3BMfZVWJtTwI0kvvtfFg1UMb0PcdvSpz+Pb7fsVq1oiGFKgb3C/3Z4D6OXykk03m8rN3oggLbKrSr+NnXWSsJ8C1/32U0jkgT4hnChqA2IyAIMeBpPCIUp1VD , seat_info = 未解析出座位
img_path = /Users/zhoudong/projects/maoyan/movie-data-automation/performance/pdf/ComplexCon 2025 Mar 23/maoyan/Mar 23 Sun T3M 坐位 988/maoyan_584張/Block 11/20250227180153093189.pdf---image_page1_3.png, qrcode = TA25CCHK01CL2sSKksn3BMfZVWJtTwI0kvvtfFg1UMj9P5xnS8/0NbiKPA9dQxtgA5KKFf80dA1+ec+iBhenQfRqcYmccSHyT5VrVx+xhMQWd7XrmdsVZDvd05Ud08yBYbjJjiMVp6Q8 , seat_info = 未解析出座位
img_path = /Users/zhoudong/projects/maoyan/movie-data-automation/performance/pdf/ComplexCon 2025 Mar 23/maoyan/Mar 23 Sun T3M 坐位 988/maoyan_584張/Block 11/20250227180153093176.pdf---image_page1_3.png, qrcode = TA25CCHK01CL2sSKksn3BMfZVWJtTwI0kvvtfFg1UMfyPJBvSZv0b+pBSlNbZyKQlZl38ULGwzXSdiCnCpCYplZ+GSbnO0ombJpLuaAloG//lvu4ISykNiSKr0sHAgSOiZYfF4u4XRZY , seat_info = 未解析出座位
img_path = /Users/zhoudong/projects/maoyan/movie-data-automation/performance/pdf/ComplexCon 2025 Mar 23/maoyan/Mar 23 Sun T3M 坐位 988/maoyan_584張/Block 11/20250227180153093162.pdf---image_page1_3.png, qrcode = TA25CCHK01CL2sSKksn3BMfZVWJtTwI0kvvtfFg1UMb2M8FiHc77aru8xXH4rPO7HcpclKvuY3ELmhdcmHce+KnRq9SDQKqSxuQrkaLuQl1wXaSJ5T/8vePw8rJcRU6n96VN3xmxDMJE , seat_info = 未解析出座位
img_path = /Users/zhoudong/projects/maoyan/movie-data-automation/performance/pdf/ComplexCon 2025 Mar 23/maoyan/Mar 23 Sun T3M 坐位 988/maoyan_584張/Block 11/20250227180153093200.pdf---image_page1_3.png, qrcode = TA25CCHK01CL2sSKksn3BMfZVWJtTwI0kvvtfFg1U8D0OcA0G576O+yAU/FmhyS0+COgOhpawf7kxTFtOpNNWuZO/gcwl5p5R7SY3Ya8fGuPmLikLpeSHuS9CoGR9v9tAsvv9jeqItGk , seat_info = 未解析出座位
img_path = /Users/zhoudong/projects/maoyan/movie-data-automation/performance/pdf/ComplexCon 2025 Mar 23/maoyan/Mar 23 Sun T3M 坐位 988/maoyan_584張/Block 11/20250227180153093214.pdf---image_page1_3.png, qrcode = TA25CCHK01CL2sSKksn3BMfZVWJtTwI0kvvtfFg1U8HwP5ZhSJ+oNLBBhVsWPWSnEgSe/iDe3CEqDYYrCt19WyJvbyYf5f1YzrBjAvA9uv4hfvr92kxjYENbDdJ4VMB3E/gSk27BMTRy , seat_info = 未解析出座位
img_path = /Users/zhoudong/projects/maoyan/movie-data-automation/performance/pdf/ComplexCon 2025 Mar 23/maoyan/Mar 23 Sun T3M 坐位 988/maoyan_584張/Block 11/20250227180153093228.pdf---image_page1_3.png, qrcode = TA25CCHK01CL2sSKksn3BMfZVWJtTwI0kvvtfFg1U8L8asYyGs/4brtHDGMDFFUy607OOZq3H4lo+NzUs7eroUWPIYJPkhMLMQBpCLxZk/wyQW9y7FWzJSuKlyizckDMVC6T2ej5YXqB , seat_info = 未解析出座位
img_path = /Users/zhoudong/projects/maoyan/movie-data-automation/performance/pdf/ComplexCon 2025 Mar 23/maoyan/Mar 23 Sun T3M 坐位 988/maoyan_584張/Block 11/20250227180153093229.pdf---image_page1_3.png, qrcode = TA25CCHK01CL2sSKksn3BMfZVWJtTwI0kvvtfFg1U8L9PJFuHMv9NL3ZMeK5n9URwGjeLkgf6hnAwZMYEUbSpxwjxY/WwAMsZDg6ao6kknW7URMV7gED44BrnikS6YxQL2vV+S5L3wJn , seat_info = 未解析出座位
img_path = /Users/zhoudong/projects/maoyan/movie-data-automation/performance/pdf/ComplexCon 2025 Mar 23/maoyan/Mar 23 Sun T3M 坐位 988/maoyan_584張/Block 11/20250227180153093215.pdf---image_page1_3.png, qrcode = TA25CCHK01CL2sSKksn3BMfZVWJtTwI0kvvtfFg1U8Hxb8ZvG8z5P+3NM8kiM0luxTfegmRTQnH08dddy6+SXHichzUPTqtBQ5VGUtt0JLA33Aux05Osbxt5B0hb5C8pzK7J5hprZ/47 , seat_info = 未解析出座位
img_path = /Users/zhoudong/projects/maoyan/movie-data-automation/performance/pdf/ComplexCon 2025 Mar 23/maoyan/Mar 23 Sun T3M 坐位 988/maoyan_584張/Block 11/20250227180153093201.pdf---image_page1_3.png, qrcode = TA25CCHK01CL2sSKksn3BMfZVWJtTwI0kvvtfFg1U8D1P5UzHJz0P77tRTWaEe1HLCgYt70eMZXHro2DJdIdQC/5RzF4k8hAEa5PHeKYXAzs3XuHbWSFZliS+gGDj6e9v9L5RrW4S0SI , seat_info = 未解析出座位
img_path = /Users/zhoudong/projects/maoyan/movie-data-automation/performance/pdf/ComplexCon 2025 Mar 23/maoyan/Mar 23 Sun T3M 坐位 988/maoyan_584張/Block 11/20250227180153093163.pdf---image_page1_3.png, qrcode = TA25CCHK01CL2sSKksn3BMfZVWJtTwI0kvvtfFg1UMb3PcdhGs/0abwiEhrkLIjcWVMv+a267MY9lvHYL2g4eKqU5cpRDGtOH8JQi5NMwgpSSyvvadIQUPVS4v8WI9rXQN+mXqcfzwv8 , seat_info = 未解析出座位
img_path = /Users/zhoudong/projects/maoyan/movie-data-automation/performance/pdf/ComplexCon 2025 Mar 23/maoyan/Mar 23 Sun T3M 坐位 988/maoyan_584張/Block 11/20250227180153093177.pdf---image_page1_3.png, qrcode = TA25CCHK01CL2sSKksn3BMfZVWJtTwI0kvvtfFg1UMfzbZYySZj1ObvjoiC8Q7JBJ7jCJL0TGuG3aY8j9dTFXTKufj5o9NND9XJsq8eRB/qvP4YUwyt87CtqMhXnIdEJjJKa0Ft/wcTn , seat_info = 未解析出座位
img_path = /Users/zhoudong/projects/maoyan/movie-data-automation/performance/pdf/ComplexCon 2025 Mar 23/maoyan/Mar 23 Sun T3M 坐位 988/maoyan_584張/Block 11/20250227180153093188.pdf---image_page1_3.png, qrcode = TA25CCHK01CL2sSKksn3BMfZVWJtTwI0kvvtfFg1UMj8Ppw2TMz+aLrspQOPphlivXdFPL2FiA8Q5JwFH81cS1qBRJMqsp2wr5yfNlqzfoRWtA47v057UbQV69RxyTC4uXxEaWylr0ov , seat_info = 未解析出座位
img_path = /Users/zhoudong/projects/maoyan/movie-data-automation/performance/pdf/ComplexCon 2025 Mar 23/maoyan/Mar 23 Sun T3M 坐位 988/maoyan_584張/Block 11/20250227180153093198.pdf---image_page1_3.png, qrcode = TA25CCHK01CL2sSKksn3BMfZVWJtTwI0kvvtfFg1UMn8bscxRs/7PLwKBXAgpxLHzr0fpf5VO6mkfGtmQnloUq05wjaT5kASQPKpk9Eb8GZxKho6eVcsyNMkdHpW+1tCNV7dC5LhD9Hl , seat_info = 未解析出座位
img_path = /Users/zhoudong/projects/maoyan/movie-data-automation/performance/pdf/ComplexCon 2025 Mar 23/maoyan/Mar 23 Sun T3M 坐位 988/maoyan_584張/Block 11/20250227180153093173.pdf---image_page1_3.png, qrcode = TA25CCHK01CL2sSKksn3BMfZVWJtTwI0kvvtfFg1UMf3PZxlHsv9OOxYZEnP7Z8U3byKOIGCQtc3Ux1HFrhvFHyRjLKM1w4kI9R+GxhWbZWx+bgQWw+Fv1XF/SWufJXSCljZX6Vrb8aC , seat_info = 未解析出座位
img_path = /Users/zhoudong/projects/maoyan/movie-data-automation/performance/pdf/ComplexCon 2025 Mar 23/maoyan/Mar 23 Sun T3M 坐位 988/maoyan_584張/Block 11/20250227180153093167.pdf---image_page1_3.png, qrcode = TA25CCHK01CL2sSKksn3BMfZVWJtTwI0kvvtfFg1UMbzM5dkTp//brrIbol6W2l9yfUjOc1oYmg8w1scO0UWHLXCRZkOlZ8rYI0BdtnrdswJRngMCRVDPSCwlnzffaUrJUl134pqfXVW , seat_info = 未解析出座位
img_path = /Users/zhoudong/projects/maoyan/movie-data-automation/performance/pdf/ComplexCon 2025 Mar 23/maoyan/Mar 23 Sun T3M 坐位 988/maoyan_584張/Block 11/20250227180153093239.pdf---image_page1_3.png, qrcode = TA25CCHK01CL2sSKksn3BMfZVWJtTwI0kvvtfFg1U8P9P5xuGs76PelbTpxpB4tCxDir+jQAVC2O4lAAFDOetdD/UTNn6n6BRXGma0gfwmd3t8+wtVZRpSkpae4iv83Lp3kbXvWndmVu , seat_info = 未解析出座位
img_path = /Users/zhoudong/projects/maoyan/movie-data-automation/performance/pdf/ComplexCon 2025 Mar 23/maoyan/Mar 23 Sun T3M 坐位 988/maoyan_584張/Block 11/20250227180153093205.pdf---image_page1_3.png, qrcode = TA25CCHK01CL2sSKksn3BMfZVWJtTwI0kvvtfFg1U8DxPpFvHc+pPuuvWPHEzXwVQZZ31Xf0c0euoKGYvsnt16qVWa1+TVttvUdf3YioYhWEP3WPOp+ycEzOiKGdYSWPfvqjcFw7ZWp2 , seat_info = 未解析出座位
img_path = /Users/zhoudong/projects/maoyan/movie-data-automation/performance/pdf/ComplexCon 2025 Mar 23/maoyan/Mar 23 Sun T3M 坐位 988/maoyan_584張/Block 11/20250227180153093211.pdf---image_page1_3.png, qrcode = TA25CCHK01CL2sSKksn3BMfZVWJtTwI0kvvtfFg1U8H1OZFmTsuvaeokd3uZso5GJe+qMDMdLOkNj4MjBbxPiadv/mXSCK3r1yPRcn+PYH3TEJIlny6S0kTvU5KNzNkbMiANDSi+cyZ3 , seat_info = 未解析出座位
img_path = /Users/zhoudong/projects/maoyan/movie-data-automation/performance/pdf/ComplexCon 2025 Mar 23/maoyan/Mar 23 Sun T3M 坐位 988/maoyan_584張/Block 11/20250227180153093210.pdf---image_page1_3.png, qrcode = TA25CCHK01CL2sSKksn3BMfZVWJtTwI0kvvtfFg1U8H0MpxkS56pbu5BMgKn0RZ0MI6TuOS2yiJixCIC2TTNhvRGae35Zx+3AV9bnFcAARl6tiN+1uTE7l5A58IGlgqbJ4+VrTicgCsh , seat_info = 未解析出座位
img_path = /Users/zhoudong/projects/maoyan/movie-data-automation/performance/pdf/ComplexCon 2025 Mar 23/maoyan/Mar 23 Sun T3M 坐位 988/maoyan_584張/Block 11/20250227180153093204.pdf---image_page1_3.png, qrcode = TA25CCHK01CL2sSKksn3BMfZVWJtTwI0kvvtfFg1U8DwOZU1Gsn6Pb6Ot8qPwzyqxSjAvna2G9pU8CN/HuDLqWZXMgkxOcdeQRAq5Nlfv3lOs4feGrrYwtIkXfhzo4gAIhSLi5WL+QdA , seat_info = 未解析出座位
img_path = /Users/zhoudong/projects/maoyan/movie-data-automation/performance/pdf/ComplexCon 2025 Mar 23/maoyan/Mar 23 Sun T3M 坐位 988/maoyan_584張/Block 11/20250227180153093238.pdf---image_page1_3.png, qrcode = TA25CCHK01CL2sSKksn3BMfZVWJtTwI0kvvtfFg1U8P8asBkR8/0OblCca3adH5+5Ossk0xSrZjpD52u+ZEn/uAr1BzHcbwqma9rSl32z7HIjV3+UFsYw3CS3DFpgLbrhUR6pS9fri6R , seat_info = 未解析出座位
img_path = /Users/zhoudong/projects/maoyan/movie-data-automation/performance/pdf/ComplexCon 2025 Mar 23/maoyan/Mar 23 Sun T3M 坐位 988/maoyan_584張/Block 11/20250227180153093166.pdf---image_page1_3.png, qrcode = TA25CCHK01CL2sSKksn3BMfZVWJtTwI0kvvtfFg1UMbyOsFnTZz7abjvM9ZuvB8zTHvmtleTLSPAjktLM26BdxYWcu8zqAAFcp+Q6+i8vnAPlK7Cf+FLxNd4xQATe5REW8tNztmxkAor , seat_info = 未解析出座位
img_path = /Users/zhoudong/projects/maoyan/movie-data-automation/performance/pdf/ComplexCon 2025 Mar 23/maoyan/Mar 23 Sun T3M 坐位 988/maoyan_584張/Block 11/20250227180153093199.pdf---image_page1_3.png, qrcode = TA25CCHK01CL2sSKksn3BMfZVWJtTwI0kvvtfFg1UMn9bZRjHMmoaL4RKoVqj8o1aWB4y2x9HuM8Zd4pXYkhejT1BfFKoszEdLkwkTpM5B2i4LF0R/Ss7JRSZvziuS1bgMzjcADsMi6r , seat_info = 未解析出座位
img_path = /Users/zhoudong/projects/maoyan/movie-data-automation/performance/pdf/ComplexCon 2025 Mar 23/maoyan/Mar 23 Sun T3M 坐位 988/maoyan_584張/Block 11/20250227180153093164.pdf---image_page1_3.png, qrcode = TA25CCHK01CL2sSKksn3BMfZVWJtTwI0kvvtfFg1UMbwP5ZiSMj4NexWgLA1f/kCha+3hzUj05pdw5OJ9NFE987OmarQDuDd+F8L4hlF89uflQlN1dysnI52JmF2Sk8AYQY1z5P2DKd5 , seat_info = 未解析出座位
img_path = /Users/zhoudong/projects/maoyan/movie-data-automation/performance/pdf/ComplexCon 2025 Mar 23/maoyan/Mar 23 Sun T3M 坐位 988/maoyan_584張/Block 11/20250227180153093170.pdf---image_page1_3.png, qrcode = TA25CCHK01CL2sSKksn3BMfZVWJtTwI0kvvtfFg1UMf0ap1jTsj1aryBU7kHZthVoPDGdntdJ20JSBufwybMkmNCfvZ3+Fn9qyUzxp2EMOiTVrXsdeUNDrm/tIIcW7p2IJUC+vuvqTf7 , seat_info = 未解析出座位
img_path = /Users/zhoudong/projects/maoyan/movie-data-automation/performance/pdf/ComplexCon 2025 Mar 23/maoyan/Mar 23 Sun T3M 坐位 988/maoyan_584張/Block 11/20250227180153093206.pdf---image_page1_3.png, qrcode = TA25CCHK01CL2sSKksn3BMfZVWJtTwI0kvvtfFg1U8DyPJc1TZv5Pu1bO36V4YgWoHJ2J2zgFKDKyAQuzE3xA1MH6+jvV3gb64p5OlBgWLpya8eTODVnzgx119VaatzuXzTk4PjpMbII , seat_info = 未解析出座位
img_path = /Users/zhoudong/projects/maoyan/movie-data-automation/performance/pdf/ComplexCon 2025 Mar 23/maoyan/Mar 23 Sun T3M 坐位 988/maoyan_584張/Block 11/20250227180153093207.pdf---image_page1_3.png, qrcode = TA25CCHK01CL2sSKksn3BMfZVWJtTwI0kvvtfFg1U8DzbsY2Tcmtb72YEXiW0l87SW2BXY/YEO9I3PenEg9c5NfZ2ztu/F0uhzuBWyEjKt3pkV14yBPM5l8aR7tRFqMoZJnHZvO6TLFi , seat_info = 未解析出座位
img_path = /Users/zhoudong/projects/maoyan/movie-data-automation/performance/pdf/ComplexCon 2025 Mar 23/maoyan/Mar 23 Sun T3M 坐位 988/maoyan_584張/Block 11/20250227180153093213.pdf---image_page1_3.png, qrcode = TA25CCHK01CL2sSKksn3BMfZVWJtTwI0kvvtfFg1U8H3PsFlRpT8aL23FBcbsVKKgi/Xf+LA25PXlOCeY4LfRJYWMPmifXfe6vCr0bWy3uWIydFc3Yw78L6avzF4r3Bo45/e/294StgK , seat_info = 未解析出座位
